礼	二小乚󰁀
拰	扌亻丿士
狰	犭ノ⺈亅
苰	艹弓厶󰁧
侀	亻一廾刂
鸯	ㄇ大勹一
㪱	文⺈ㄇ大
䋰	目大幺小
灔	氵ㄇ󰁺巴
做	亻古夂󰁶
搦	扌弓冫冫
𤇾	火火冖󰀅
崧	山木八厶
祛	礻󰁶土厶
挐	女口手󰀬
鷯	大丷曰灬
蔛	艹⺈用十
锛	钅大十廾
攛	扌宀八󰁒
甛	甘丿古󰀝
缛	纟厂二寸
请	讠主月󰀝
啀	口厂土土
愚	日冂丨心
岔	八刀山󰀬
攝	扌耳耳耳
䮑	󰀋灬爫寸
珐	王土厶󰁶
㓛	工刀󰁥
筵	⺮丿止廴
哛	口匕八刀
䓛	艹尸凵山
儰	亻艹爫灬
䥱	釒宀臼灬
㥱	忄匚丨三
丐	一󰀥ㄅ󰁫
饱	⺈󰁐勹巳
脰	月一口䒑
焰	火⺈臼󰀝
楱	木三人大
绛	纟夂󰀂丨
知	𠂉大口󰀝
居	尸古󰀌
枿	木十廾󰀢
忮	忄十又󰁶
䯑	󰀾月⺌儿
到	一厶土刂
脉	月丶𠃌󰀩
瓛	王虍一犬
擛	扌艹廿木
铛	钅⺌彐󰀝
蓛	艹木冂攵
愁	禾火心󰁧
钦	钅⺈人󰁶
桧	木人二厶
尉	尸二小寸
拷	扌土丿ㄅ
寰	宀罒一󰀔
斀	罒勹虫又
寝	宀丬彐又
蝿	虫曰曰乚
寅	宀一由八
騱	󰀋灬爫大
害	宀三丨口
稱	禾爫冂土
艰	又彐󰀖󰁶
娱	女口一大
樱	木贝贝女
㨱	扌󰁝言󰀝
䉰	⺮󰀾月乂
沧	氵人⺋󰁀
鲧	󰁢󰀞丿小
儚	亻艹罒夕
䥛	釒三丨小
㥛	忄了口一
䰁	󰂞彡󰁭氺
饛	人良艹󰀓
脚	月土厶卩
焚	木木火󰁧
楛	木艹古󰀝
軭	車匚王󰀝
完	宀二儿󰀅
爐	火虍田皿
婑	女禾女󰀝
䩑	廿󰀜弓󰁀
搀	扌⺈口󰁦
儾	亻一口󰀔
孟	子皿󰀘
孝	土丿子󰀘
存	丨子󰀌
弓	弓󰁈一ㄅ
嬛	女罒一󰀔
㱅	士冖一人
髱	󰂞彡勹巳
㘉	口⺮󰁮卩
媳	女丿目心
抰	扌ㄇ大󰁶
嫱	女十䒑口
芰	艹十又󰁧
竱	立一曰寸
馛	禾日丶
㖇	口丆冂〢
䊰	米言土日
㫱	日土󰁖󰁧
妛	凵丨一女
榛	木三人禾
禛	礻󰁶十八
臚	月虍田皿
䯰	󰂞彡人󰀯
号	口一ㄅ󰀅
毰	毛立口󰀌
篰	⺮立口阝
菷	艹彐冖丨
鯰	󰁢灬人心
炖	火一凵乚
缺	󰅎山ユ人
抐	扌冂人󰁶
涠	氵囗二丨
摥	扌𠂉曰󰁤
娆	女弋丿儿
娅	女一󰅊一
偶	亻日冂丶
姥	女土丿匕
寀	宀爫木󰁧
篷	⺮夂三辶
酷	西一丿口
耶	耳阝󰀢
偕	亻󰁴匕白
鍀	釒曰一寸
砿	石广厶󰁶
栿	木亻犬󰁶
爆	火日󰁺氺
恙	丷王心󰁧
醚	西一米辶
畦	田土土󰀝
大	大大大大
槛	木〢𠂉皿
姛	女冂一口
觛	⺈用日一
秛	禾皮󰁶
澀	氵刀丶止
孁	󰀙口口女
䧛	阝亠丷方
㧛	〢𠂉丶手
踊	口止󰁻用
㟿	山艹犬廾
辮	辛幺小辛
塥	土一口丨
塑	䒑凵丿土
上	上丨一一
承	了三󰀩󰀦
堤	土日一󰁾
䦑	門ユ人󰀦
堡	亻口木土
缋	纟口丨贝
䅾	禾󰀄󰁜日
崛	山尸凵山
堋	土月月󰀝
堂	⺌冖口土
驱	󰀊󰀞匚乂
舰	丿󰁪ㄇ󰁜
穱	禾爫罒寸
橱	木厂一寸
婱	弓亠幺女
䈰	⺮扌⺌月
㩱	扌爫罒寸
鉚	釒󰁚丿卩
憀	忄羽人彡
稛	禾囗禾󰁶
艚	丿󰁪一日
剚	一口󰁬刂
樛	木羽人彡
㨛	扌門人󰁶
䨛	󰀙木斤󰀬
洛	氵夂口󰀝
心	心丶󰁒丶
肘	月寸󰁶
冬	夂󰁦󰁧
䧑	阝宀一󰁾
櫦	木󰁙乛夂
属	尸丿口丶
肷	月⺈人󰁶
胘	月亠幺󰁶
疒	疒丶一󰀞
煦	日勹口灬
泛	氵丿之󰁶
囧	囗八ㄇ󰁫
因	囗大󰀦
回	囗口󰀌
珲	王冖车󰀢
䤭	釒乂丨
陵	阝土八夂
唷	口亠厶月
褭	亠󰀋灬󰀔
弥	弓⺈小󰁶
㚛	大匕日󰀘
五	五一丨一
应	广󰀧一󰀌
溔	氵丷王灬
鈚	釒󰁴匕󰁀
蚛	虫口丨󰀢
麔	󰁙󰁴匕口
橛	木厂䒑人
婛	女󰁸小󰁶
笰	⺮弓󰀯󰀬
撷	扌士口贝
咷	口儿󰀪󰁶
䒷	艹丿古󰀘
偈	亻日勹󰄃
娙	女一巛工
鬰	木乂乂彡
謰	言車辶󰁶
蹋	口止日羽
稸	禾亠幺田
喝	口日勹󰄃
錾	车斤金󰀘
挾	扌大人人
闵	门文󰀦
穁	禾艹耳󰀝
熅	火囗人皿
唤	口⺈ㄇ大
唔	口五口󰀝
䕰	艹火丿田
啰	口罒夕󰁶
哧	口土󰁖󰁶
捉	扌口󰁾󰁶
控	扌宀八工
碇	石宀一󰁾
恆	忄一丨一
墇	土立早󰀢
媭	彡丆贝女
灾	宀火󰁧
㳰	氵亠厶廾
䋷	󰁻乛亅小
峰	山夂三丨
泰	三人氺󰁧
墿	土罒土十
咧	口一夕刂
円	冂丨一󰀌
憧	忄立日土
咝	口󰁲󰁲一
俦	亻三丿寸
渝	氵人一刂
吧	口巴󰁀
糰	米囗一寸
苷	艹艹二󰀘
鳰	丿丶󰁟灬
念	人丶乛心
遵	丷西一辶
昝	夂卜日󰀘
塇	土宀一一
橭	木古辛󰀢
䡇	車二儿󰁀
䡿	車󰀙口人
㸚	乂乂乂乂
咕	口古󰀝
进	二󰀯辶󰀵
㜛	女車⺈人
铵	钅宀女󰀝
刼	土厶刀丶
渔	氵󰁢一󰀝
縔	糹又又木
且	󰀐一󰀌
圛	囗罒土十
趋	土󰁾⺈彐
痊	疒人王󰀌
蜛	虫尸古󰀝
鸔	󰁟灬曰氺
吷	口ユ人󰁶
䮰	󰀋灬亠古
箰	⺮勹曰子
殰	一夕士貝
鐷	釒艹廿木
萷	艹⺌月刂
绅	纟日丨󰀢
镖	钅覀二小
輑	車󰁬丿口
懾	忄耳耳耳
凾	了口又凵
缑	纟亻ユ大
釾	釒󰀄亅丿
歧	止十又󰁶
踞	口止尸古
䁗	目山一䒑
榆	木人一刂
供	亻󰁺八󰁶
皈	白⺁又󰁶
檀	木亠囗一
戬	一业日戈
䯘	󰀾月宀儿
㛛	女丿󰀽丿
眐	目一止󰀝
幔	冂丨日又
乔	丿大󰀯󰀬
盛	厂𠃌󰅅皿
曛	日丿一灬
鹔	󰁬丨󰀯一
㑷	亻厶月匕
冥	冖曰六󰁧
鈣	釒一󰀥ㄅ
歰	刀丶刀止
瑷	王爫冖又
䑷	丿󰁪丶月
呷	口甲󰀢
瑶	王爫󰅎山
谮	讠󰀂󰁜日
葷	艹冖車󰀬
鑷	釒耳耳耳
侢	亻一冂土
浐	氵立丿󰁥
㴀	氵艹丿之
鋏	釒大人人
翰	十早人羽
掽	扌䒑业󰀝
鳭	刀󰁟灬󰁶
篙	⺮󰁸冂口
涥	氵󰁸了󰀢
鮷	󰁢灬丷丿
讷	讠冂人󰁶
箷	⺮方𠂉也
䯾	󰂞彡󰀼口
逦	一冂丶辶
诮	讠⺌月󰀝
怗	忄󰀥口󰀝
鞐	廿󰀜上卜
厭	厂日月犬
䀛	目勹󰁤󰁥
璙	王大丷小
俪	亻一冂丶
䞐	贝三人日
鋽	釒󰀥早󰀢
俑	亻󰁻月丨
㭛	木⺁󰀕󰁶
㷷	火巳巳八
䘶	衤󰁧了凵
嘶	口艹三斤
筛	⺮リ一丨
挚	扌九丶手
孛	十冖子󰀘
䭛	人良乛攵
喂	口田一󰀖
砧	石󰀥口󰀝
錚	釒⺈󰁬亅
茚	艹󰁚一卩
佳	亻土土󰀝
嫥	女一曰寸
你	亻⺈小󰁶
衷	亠口丨󰀔
鎶	釒丁口口
䩾	廿󰀜广灬
筷	⺮忄ユ人
莶	艹人一一
蓊	艹八厶羽
挬	扌十冖子
蟠	虫丿米田
邦	三丿阝󰀢
䜥	讠日一廴
猝	犭ノ亠十
䣀	⺈厂⺋阝
磀	石䒑凵辶
嗝	口一口丨
恶	一󰅊一心
盄	弓丨皿󰀘
作	亻𠂉丨二
囐	口虍一犬
㴮	氵尸⺌月
紮	木乚幺小
喘	口山丆〢
箛	⺮孑⺁󰂃
菚	艹戈戈󰁧
䮷	󰀋灬罒虫
㮷	木乚日
㮛	木日一󰁾
䏚	月小丿󰁥
叚	󰁃丨二又
揚	扌曰一󰁤
吊	口冂丨󰀬
颧	艹口口贝
潞	氵口止口
樜	木广廿灬
苶	艹人小󰁧
笷	⺮󰁚丿卩
数	米女夂󰁶
鬷	一口冂夂
䚐	𠂉大口儿
㒭	口儿口儿
鳮	又󰁟灬󰁶
糮	米匚丨皿
糤	米󰁺月攵
丛	人人一󰀘
锶	钅田心󰁶
珽	王丿士廴
宷	宀丿米󰁧
飧	夕人丶󰀖
辞	丿古辛󰀢
㴘	氵󰀰目󰀝
踬	口止⺁贝
弁	厶廾󰀬
䏽	月立口󰀝
䝀	一口䒑田
莚	艹丿󰀥廴
篛	⺮弓冫冫
㭷	木田力󰁥
䭷	󰀋灬毛󰁀
䯛	󰀾月宀⺋
㯛	木士冖一
掚	扌一冂丶
厚	厂日子󰀌
懵	忄艹罒目
合	人一口󰀘
爵	爫罒彐寸
㬞	日山日󰄃
竷	立早夂夂
茶	艹人木󰁧
髷	󰂞彡ㄇ󰁺
喯	口大十廾
孰	󰁸孑九丶
昏	󰁚弋日󰀘
鐭	釒丿ㄇ大
俞	人一月刂
䐭	月廿儿丨
䔐	艹氵戈戈
狒	犭ノ弓󰀯
鷧	士冖一灬
踟	口止𠂉口
膈	月一口丨
鸅	罒土䒑灬
吴	口一大󰁧
髟	󰂞彡󰁥
鎗	釒人丶口
辁	车人王󰀝
蕽	艹ㄇ󰁺󰀖
鰛	󰁢灬日皿
㬷	月囗木󰁶
欷	乂冂人
葚	艹艹三󰄃
尛	小小小󰁧
氛	󰅎⺄八刀
㰛	木艹白木
䑚	丿古月󰀝
敭	日一勹攵
苟	艹勹口󰀘
曝	日日󰁺氺
荫	艹阝月󰀘
薽	艹覀土丶
瞬	目爫冖丨
餐	󰀥夕又󰀖
嶷	山匕𠂉󰁾
麷	木人人䒑
躷	丿󰀽三女
癶	癶乛丶󰂃
晶	日日日󰀘
嵛	山人一刂
味	口二󰅇󰁶
罐	󰅎山艹󰁷
连	车辶󰀵
锚	钅艹田󰀝
郜	丿土口阝
㳷	氵勹󰁤日
䔶	艹扌日󰁾
䚁	丿冂口儿
倮	亻日木󰁶
䅆	禾冫⺈人
训	讠川󰀢
蘖	艹亻󰁃木
鱛	󰁢灬丷日
豛	一󰀓几又
籛	⺮釒戈戈
汛	氵⺄十󰀢
吚	口󰁬丿󰁥
䐚	月󰁮卩󰀢
㐚	五口乙󰀅
缎	纟亻三又
悚	忄一口󰅇
刺	一冂󰅇刂
氢	󰅎⺄ス工
波	氵󰅌又󰁶
鸪	古勹丶一
㶾	覀一火󰁧
时	日寸󰁶
蚶	虫艹二󰀝
隶	󰁬氺󰀦
湷	氵三人日
繷	糹ㄇ󰁺󰀖
御	彳󰅎止卩
立	立立立立
芊	艹丿十󰀬
䁝	火火冖目
聛	耳白丿十
㢛	广人一人
䢛	冂八口辶
僚	亻大丷小
噶	口艹日󰄃
䙶	西冖󰀔󰁶
㺷	王木丶󰁶
郚	五口阝󰀢
胜	月丿主󰀝
嘧	口宀心山
毳	丿二乚乚
薄	艹氵一寸
颛	山丆冂贝
洫	氵丿皿󰀝
碛	石主贝󰁶
閦	門人人人
珂	王丁口󰀝
檄	木白方夂
巜	巜󰁑󰁑
氦	󰅎⺄亠人
䎶	耳日丨󰀢
怜	忄人丶󰁻
軮	車ㄇ大󰁶
潜	氵二人日
縷	糹󰀻女󰀝
渷	氵六口儿
鸷	扌九丶一
藶	艹厂禾止
朱	󰅎󰅇󰀦
錗	釒禾女󰀝
旽	日一凵乚
恨	忄彐󰀖󰁶
㣛	彳人一口
闽	门虫󰀦
傚	亻六乂攵
䣛	木人氺阝
磛	車斤石󰀘
棛	木亠厶月
飛	⺄〈丿丨
㹷	乂冂犬
浦	氵一月丶
陶	阝勹󰅎山
舳	丿󰁪由󰀝
张	弓丿七󰂃
蜞	虫艹三八
氤	󰅎⺄囗大
㘽	十戈土󰀌
嵾	山厶厶彡
昽	日ヒ丶
鵾	日󰁴󰁴灬
䧯	阝⺈口丶
姝	女󰅎󰅇󰁶
㖰	口匕冂口
赮	土󰁖󰁃又
䮕	󰀋灬又又
熗	火人丶口
昶	丶𠃌󰀩日
緷	糹冖車󰀢
跷	口止弋儿
阶	阝人󰀯󰀢
农	冖󰀔󰀦
毛	丿二乚󰁫
嫠	二󰅇夂女
㼘	山一󰁐丶
䤛	釒󰁐丨󰀢
党	⺌冖口儿
舻	丿󰁪󰀥尸
㤛	忄亻丿土
㗶	口癶弓又
酚	西一八刀
慚	忄車斤󰀢
煚	日匚󰁃火
黼	󰅊一丷丶
旄	方𠂉丿乚
驐	󰀋灬󰁸攵
輽	車厶大田
䅗	禾禾女󰀝
赙	贝一月寸
艨	丿󰁪艹󰀓
惮	忄丷曰十
鵛	一巛工灬
蔚	艹尸二寸
絛	亻丨夂小
攚	扌火火口
彝	󰅂一米廾
艋	丿󰁪子皿
秋	禾火󰁶
殛	一夕了一
宛	宀夕⺋󰀅
氆	丿二乚日
枼	廿󰄃木󰁧
鶷	宀三丨灬
唚	口彐冖又
䵛	禾人氺土
涷	氵木曰󰀝
啶	口宀一󰁾
睐	目一米󰁶
簿	⺮氵一寸
鞬	廿󰀜󰁬廴
铼	钅一米󰁶
枬	木󰀼亠󰀝
湛	氵艹三󰄃
嶀	山󰀙二ㄅ
洚	氵夂󰀂丨
氰	󰅎⺄主月
氅	⺌冂口乚
睼	目日一󰁾
帙	冂丨󰅎人
萧	艹󰁬󰅏󰀯
盳	目亠󰄃󰁀
杬	木二儿󰁀
侭	亻尸󰂃󰁦
鶛	󰁴匕白灬
揇	扌十冂十
椐	木尸古󰀝
俽	亻斤⺈人
嶛	山大丷小
涛	氵三丿寸
綛	糹刀丶心
趛	土󰁾金󰀌
蠼	虫目目又
馋	⺈󰁐⺈󰁦
閶	門日曰󰀌
䶛	一夕刂󰀆
絷	扌九丶小
起	土󰁾己󰁫
嵷	山彳人󰁾
斶	斤罒勹虫
䕶	艹言亻又
㶷	火勹日󰀝
巷	󰁺八巳󰀅
棋	木艹三八
栬	木⺈巴󰁀
翭	羽亻ユ大
蘳	艹󰁺由土
啵	口氵󰅌又
绻	纟䒑大⺋
膊	月一󰀐寸
㟼	山󰁡攵
绺	纟夂卜口
埼	土大丁口
诛	讠󰅎󰅇󰁶
测	氵贝刂󰀢
㨬	扌土口󰀔
晳	木斤日󰀘
鷛	广󰁬月灬
癳	疒田田小
濑	氵一口贝
斚	厶厶冖十
喚	口⺈ㄇ大
跛	口止󰅌又
疚	疒ク󰂃󰀦
䝦	豸丿皿乑
银	钅彐󰀖󰁶
䖚	虍几󰁞灬
㖚	亻寸口匕
洷	氵一厶土
崷	山丷西一
贷	亻󰀁丶贝
瓶	䒑廾一丶
㵷	辛氵辛󰀢
䵷	土土黽󰀝
斓	文门一󰅇
䔇	艹山一䒑
既	彐厶󰀂󰁜
鹄	丿土口一
薳	艹土口辶
炊	火⺈人󰁶
梬	木由一ㄅ
碬	石󰁃丨又
娌	女日土󰀝
甚	艹三八󰄃
粀	米󰂃󰁶
记	讠己󰁀
蔇	艹󰁮󰀄󰁜
䖳	虫宀丿七
倦	亻䒑大⺋
㖳	氵女口匕
鸛	艹口口灬
踔	口止󰀥早
縛	糹甫寸󰁶
虚	󰅋七󰅊一
噚	口彐工寸
晚	日⺈口󰁜
鳷	十又󰁟灬
䙚	󰁟灬亠󰀔
牖	丿丨一丶
旳	日勹丶󰁶
唶	口󰁺日󰀝
收	󰁐丨夂󰁶
糷	米艹門󰀹
賷	十口口貝
酤	西一古󰀝
泀	氵𠃌一口
䴷	木人人儿
㴷	氵耳冖󰁜
糀	米艹亻ヒ
䗳	虫癶一䒑
瘳	疒羽人彡
㴰	氵厶月匕
鸣	口勹丶一
廠	广⺌冂攵
狷	犭ノ口月
莆	艹一月丶
䇧	⺮一囗人
形	一廾彡ノ
攳	十又彐寸
礬	木乂乂石
鎇	釒󰁅目󰀝
锳	钅艹ㄇ大
鉨	釒⺈小󰁶
鹛	󰁅目勹一
蹛	口止廿丨
瘚	疒䒑凵人
昚	大丷日󰀘
幛	冂丨立早
䘚	亠󰀔十󰀬
㘚	口門乛攵
腼	月丆冂三
鳞	󰁢󰀞米丨
地	土也󰁀
䔳	艹󰁝犬灬
夬	ユ人󰀦
黠	󰀹土灬口
碷	石⺁十目
梷	󰀥口又木
弰	弓⺌月󰀝
䢷	󰀼亠阝󰀢
逊	孑小辶󰀦
㩀	扌虍勹󰂃
遶	土土土辶
輰	車曰一󰁤
墅	日土󰁻土
糢	米艹曰大
橀	木亠厶皿
孖	孑子󰀝
坫	土󰀥口󰀝
牙	󰀂亅丿󰀏
鲞	䒑大󰁢一
鳖	丷冂󰅏一
屋	尸一厶土
鈗	釒厶儿󰁀
剜	宀夕⺋刂
䈇	⺮󰀥早󰀬
藲	艹木匚口
惊	忄󰁸小󰁶
榬	木土口󰀔
掣	󰅎冂丨手
亰	亠曰小󰁧
繇	爫󰅎山小
馬	󰀋灬󰀦
黉	󰀧冖󰁺八
㼰	白丿十丶
蒳	艹糹冂人
懗	忄土󰁖󰁖
燗	火門月󰀝
桷	木⺈月丨
炶	火󰀥口󰀝
䡷	車艹土皿
塷	土󰀥囗󰁘
㥼	忄一止灬
敝	丷冂󰅏夂
肶	月󰁴匕󰁀
邶	丬󰁴阝󰀢
䋚	糹羽󰀝
媛	女爫一又
拚	扌厶廾󰀢
窛	宀八二女
誛	言彐冖又
鋚	亻丨攵金
楬	木曰勹󰄃
敕	一口󰅇夂
節	⺮󰁮卩󰀬
佚	亻󰅎人󰁶
屠	尸土丿日
筝	⺮⺈󰁬亅
池	氵也󰁀
蟋	虫丿米心
伐	亻戈󰁶
摔	扌亠ㄠ十
箫	⺮󰁬󰅏󰀯
追	亻󰁃󰁃辶
搳	扌宀三口
袅	勹丶ㄅ󰀔
滕	月䒑大氺
㡷	广木一󰀌
棘	一冂󰅇󰅇
遖	十冂䒑辶
堷	土立日󰀝
侰	亻󰁬丿口
砷	石日丨󰀢
样	木䒑󰀟󰀢
龰	󰁾丨一󰂃
辰	厂二󰀖󰀦
㫛	日口儿󰁀
聖	耳口王󰀘
嫛	匚𠂉大女
䫛	亻ユ𠂉貝
竛	立人丶󰁻
櫛	木⺮󰁮卩
髛	󰁸冂口九
芚	艹一凵乚
凋	冫󰀼土口
冚	冖山󰀬
旖	方𠂉大口
谝	讠丶尸艹
䂖	丆丶口󰀘
彐	彐󰁈一一
氘	󰅎⺄󰀯󰀬
坞	土勹ㄅ一
尝	⺌冖二厶
聊	耳󰁚丿卩
厮	厂艹三斤
瀅	氵火火丶
怅	忄丿七󰂃
塆	土亠󰁗弓
帲	冂丨丿干
耄	土丿匕乚
㾰	疒古月󰀌
诰	讠丿土口
䀶	目丶艮󰁶
忰	忄九十󰀢
柷	木口儿󰁀
瀶	氵匚丨口
述	木丶辶󰀦
逶	禾女辶󰀌
锓	钅彐冖又
䦟	門人人土
欛	木󰀙廿月
笛	⺮由󰀘
䍚	罒丶艮󰁧
博	十一月寸
茜	艹西󰀘
跟	口止彐󰀖
荚	艹一丷大
鬛	󰂞彡囗󰁒
㜚	女宀亻日
甜	丿古艹二
鸟	勹丶ㄅ一
睳	目大土土
罛	罒⺁厶󰂃
潛	氵󰀄󰁜日
彛	󰁭米八廾
佛	亻弓󰀯󰀢
嶧	山罒土十
頰	大人人貝
蠰	虫亠口󰀔
轛	車业丷寸
栰	木亻戈󰁶
堰	土匚日女
䠰	口止艹󰁷
㠰	力口己󰀅
傰	亻山月月
辄	车耳乚󰁀
廀	广宀火又
㩬	扌虍业戈
嫌	女䒑󰁬󰁗
揳	扌三丨大
旗	方𠂉艹八
嵤	火火冖山
䇰	⺮了󰀩一
璜	王󰁺由八
嵙	山禾󰁦十
隆	阝夂一主
氟	󰅎⺄弓󰀯
柛	木曰丨󰀢
㦇	忄󰁙󰁴匕
卬	󰁚卩󰀢
㾛	疒彐冖又
䀙	目七刀󰁥
候	亻丨ユ大
柚	木由󰀝
懷	忄亠罒󰀔
称	禾⺈小󰁶
觰	⺈用土日
駰	󰀋灬囗大
覇	覀廿󰀜月
症	疒一止󰀌
来	一米󰀦
暧	日爫冖又
矚	目尸氺虫
耙	三󰅇巴󰁀
龛	人一口丶
蒲	艹氵一丶
舞	󰅎󰀷一丨
菠	艹氵󰅌又
墟	土󰅋七一
歉	䒑󰁬󰁗人
瓜	⺁厶󰂃󰀦
铜	钅冂一口
拆	扌斤丶󰁶
峘	山一曰一
玬	王󰀼亠󰀝
莬	艹⺈口󰁜
㥇	忄戈戈󰁶
赚	贝䒑󰁬󰁗
峴	山目儿󰁀
匘	匕巛丿乂
束	一口󰅇󰀦
晗	日人丶口
俛	亻⺈口󰁜
㿛	疒一冂匕
枚	木夂󰁶
垚	土土土󰀘
诧	讠宀丿七
瀠	氵火火小
埠	土亻󰁃十
琪	王艹三八
袰	母亠󰀔󰁧
碰	石䒑󰅊一
泔	氵艹二󰀝
颰	几丿虫丶
聙	耳月󰀝
翛	亻丨夂羽
械	木戈廾󰀢
鞚	廿󰀜宀工
降	阝夂󰀂丨
澜	氵门一󰅇
駴	󰀋灬戈廾
殊	一夕󰅎󰅇
呜	口勹ㄅ一
瑜	王人一刂
痗	疒𠂉母󰀦
慰	尸二小心
尧	弋丿一儿
缰	纟一田一
玧	王厶儿󰁀
俐	亻禾刂󰀢
倖	亻土䒑十
埇	土󰁻用󰀢
兵	󰅍一八󰁧
卧	匚丨󰁃卜
塚	土冖一丶
桚	木巛夕󰁶
㡚	冂丨󰀀土
䡚	車白儿󰁀
赔	贝立口󰀝
荧	艹冖火󰁧
丝	󰁲󰁲一󰀘
濐	氵曰土日
顰	止󰀤丆十
嗜	口土丿日
硰	氵小丿石
衰	亠口一󰀔
塰	氵𠂉母土
桰	木󰁚󰀁口
硚	石丿大󰀯
衚	彳古月丁
嚇	口土󰁖󰁖
鑬	釒匚丨儿
嚗	口曰󰁺氺
恚	土土心󰁧
䴭	木人人丿
椡	木一厶刂
娠	女厂二󰀖
雉	𠂉大亻󰁷
輊	車一厶土
缊	纟曰皿󰀝
曉	日土土儿
弊	丷冂󰅏廾
伊	亻󰁬丿ノ
㼊	一凵󰁐󰂃
畜	亠ㄠ田󰀘
镜	钅立日儿
栚	木䒑大󰁶
堚	土冖車󰀢
䠚	口止宀󰂃
㠚	山业丷寸
銷	釒⺌月󰀝
芷	艹止󰀘
礰	石厂禾止
椰	木耳阝󰀢
獾	犭ノ艹󰁷
䱗	󰀥夕又灬
祠	礻󰁶𠃌口
汭	氵冂人󰁶
嬄	女士冖䒑
頚	又土丆貝
蠚	艹口虫
砚	石ㄇ󰁜󰁀
偿	亻⺌冖厶
哋	口土也󰁀
缱	纟口丨辶
苛	艹丁口󰀘
招	扌刀口󰀝
缝	纟夂三辶
齊	󰀴󰀳󰀘
曜	日羽亻󰁷
皉	白止匕󰁀
轊	車三丨彐
彊	弓一田一
暉	日冖車󰀢
㚉	乃夕夕󰁧
䚉	三丨刀儿
丷	丷丶丿
菬	艹氵刀口
僷	亻艹廿木
粛	󰁬米󰀯󰀵
蓚	艹亻丨彡
铚	钅一厶土
媟	女廿󰄃木
阜	亻󰁃󰁃十
㫰	日丶艮󰁶
䫰	丆貝米㐄
玣	王亠卜󰁶
秸	禾士口󰀝
䉆	⺮󰁟灬󰁧
娺	女又又又
窄	宀八𠂉二
㓚	工刂󰀢
䲛	󰁢灬艹目
岛	勹丶ㄅ山
僼	亻ㄇ󰁺䒑
阚	门乛耳夂
琬	王宀夕⺋
壇	土亠囗一
磇	石丿囗匕
靉	󰀙二厶夂
鄆	冖車阝󰀢
果	日木󰀦
溊	氵󰁃丨又
坉	土一凵乚
蝉	虫丷曰十
睉	目人人土
魄	白白󰁜厶
菣	艹匚丨又
亊	一丷󰁬亅
㺊	犭󰁥丷心
㦰	人人戈󰀦
撚	扌󰁝犬灬
刷	尸冂丨刂
䦰	門⺈日乚
爷	八乂ㄗ󰀬
户	丶尸󰀏
馰	󰀋灬勹丶
舷	丿󰁪亠ㄠ
黐	禾人氺厶
姡	女丿古󰀝
倀	亻󰀍󰀖󰁶
颠	十󰀣八贝
㒚	亻爫工心
渀	氵大十廾
咚	口夂󰁦󰁶
䒚	艹小丿󰁣
霜	󰀙木目󰀘
蜜	宀心丿虫
绝	纟⺈巴󰁀
返	⺁又辶󰀦
霉	󰀙𠂉母󰁧
昫	日勹口󰀝
玖	王ク󰂃󰁶
柰	木二小󰁧
圉	囗土䒑十
有	月󰀘
眉	󰁅目󰀌
車	車一丨丨
奧	丿ㄇ丿大
⻊	口止󰀘
㜉	女巛口巴
今	人丶乛󰀅
蕚	艹口口ㄅ
鴛	夕⺋󰁟灬
敚	丷口儿攵
畚	厶大田󰀘
艷	山三丨巴
饰	⺈󰁐𠂉丨
扷	扌丿大󰁶
祰	礻󰁶丿口
薬	艹白󰀪木
潋	氵人一夂
靇	󰀙立月三
王	王王王王
䕚	艹匚口貝
啚	口十囗口
压	厂土丶󰀦
㴛	氵一厶攵
晷	日夂卜口
罡	罒一止󰀘
鍣	釒艹刀口
䮗	󰀋灬山干
气	󰅎⺄󰀅
谔	讠口口ㄅ
䁙	目日宀女
耿	耳火󰁶
帊	冂丨巴󰁀
䗉	虫日日󰀝
㸊	火木口貝
㘇	口火火木
鸊	尸口辛灬
藉	艹三󰅇日
痉	疒ス工󰀌
渊	氵丿米丨
膷	月󰁲丿阝
稰	禾乛󰁾月
樰	木󰀙彐󰀝
冷	冫人丶󰁻
䨰	󰀙氵廿󰀜
㨰	扌六厶󰀔
嘇	口厶厶彡
违	二𠃌丨辶
烧	火弋丿儿
鶐	木丶辶灬
蘗	艹尸口木
僧	亻丷󰀺日
䦍	門𠂉乙󰁫
幧	冂丨口木
蝡	虫丆冂大
濡	氵󰀙丆〢
鞠	廿󰀜勹米
羹	丷王灬大
芋	艹一󰀛󰀬
鲔	󰁢󰀞月
坠	阝人土󰀘
㿀	疒王丶王
䗇	虫勹米󰁶
悒	忄口巴󰁀
闗	門幺幺灬
仕	亻士󰀝
澗	氵門日󰀝
㐶	亻巳󰁀
䯷	󰂞彡戈
寷	宀山三䒑
毷	󰀰目毛󰁀
琶	王王巴󰀅
祜	礻󰁶古󰀝
乡	󰁲丿󰀏
幡	冂丨丿田
鲰	󰁢󰀞耳又
猷	丷西一犬
洄	氵囗口󰀝
䳝	立口󰁟灬
䢧	羽人彡辶
陬	阝耳又󰁶
䰆	󰂞彡󰁻木
琛	王冖八木
鬜	󰂞彡門月
规	二人ㄇ󰁜
䒖	艹⺄十󰀬
绡	纟⺌月󰀝
撖	扌乛耳夂
㜙	女󰁙󰁴匕
醋	西一󰁺日
㙬	木人人土
湭	氵丷西一
趄	土󰁾󰀐一
